Árvores/Profundidade, Média Validação Cruzada, Desvio-Padrão Validação Cruzada, Média Erro Absoluto, R², Variância Explicada
70 / 95 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
75 / 5 , 0.829060669984 , 0.0850578271681 , 43188.5837367 , 0.760276289617 , 0.771629287941
75 / 10 , 0.860107999785 , 0.0747887108141 , 31262.8928093 , 0.79265464431 , 0.800145365637
75 / 15 , 0.861548870628 , 0.0759640777273 , 30699.7665288 , 0.797514100602 , 0.804622025184
75 / 20 , 0.861461470455 , 0.0787856587007 , 30690.5280574 , 0.784169279496 , 0.7911992382
75 / 25 , 0.861765620766 , 0.0782805996617 , 30478.2174784 , 0.792434857085 , 0.799941306687
75 / 30 , 0.861497249556 , 0.0781358108859 , 30391.1055949 , 0.794701548867 , 0.80167171709
75 / 35 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 40 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 45 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 50 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 55 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 60 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 65 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 70 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 75 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 80 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 85 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 90 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
75 / 95 , 0.861516580836 , 0.0781142937818 , 30448.8871709 , 0.793477106257 , 0.800505410775
80 / 5 , 0.829176085939 , 0.0859331412906 , 43126.0194364 , 0.761090344918 , 0.772493728491
80 / 10 , 0.86144320441 , 0.0735071032425 , 31310.1813426 , 0.793130032349 , 0.800571740905
80 / 15 , 0.862273733709 , 0.075369030251 , 30715.7289264 , 0.797411656115 , 0.804504557663
80 / 20 , 0.862775491887 , 0.077983688607 , 30760.7668138 , 0.784736664633 , 0.79168853926
80 / 25 , 0.862856837183 , 0.0776334754673 , 30438.8193644 , 0.792595552685 , 0.799988846701
80 / 30 , 0.86284823778 , 0.0773121686736 , 30360.3946923 , 0.794815272571 , 0.801728720053
80 / 35 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 40 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 45 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 50 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 55 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 60 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 65 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 70 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 75 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 80 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 85 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 90 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
80 / 95 , 0.8628629245 , 0.0772943044033 , 30416.4305914 , 0.793664805313 , 0.800632526745
85 / 5 , 0.829443490383 , 0.0858626877122 , 43142.0157155 , 0.761135427104 , 0.772505253538
85 / 10 , 0.861330883644 , 0.0738746333479 , 31373.3684258 , 0.792857968909 , 0.800276367308
85 / 15 , 0.862128091184 , 0.0756118381594 , 30674.2932641 , 0.797404908878 , 0.80447666475
85 / 20 , 0.862907039376 , 0.0783466583851 , 30745.8939651 , 0.784031740248 , 0.791003332808
85 / 25 , 0.863203129341 , 0.0779398370546 , 30408.5190522 , 0.792420333115 , 0.799707476186
85 / 30 , 0.86318069994 , 0.0776900012023 , 30334.8393873 , 0.794406656492 , 0.801288050253
85 / 35 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 40 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 45 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 50 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 55 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 60 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 65 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 70 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 75 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 80 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 85 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 90 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
85 / 95 , 0.863192681871 , 0.0776726486371 , 30426.7507422 , 0.793100544617 , 0.800069783439
90 / 5 , 0.828546053979 , 0.0861613233163 , 43165.9923555 , 0.76093651984 , 0.77222811284
90 / 10 , 0.860029843912 , 0.0749412954117 , 31372.2019751 , 0.791834540642 , 0.79933496546
90 / 15 , 0.861033937966 , 0.076327647655 , 30698.6721257 , 0.795700313556 , 0.802871952352
90 / 20 , 0.861770052141 , 0.0803700575148 , 30704.1796606 , 0.783402525482 , 0.790520346581
90 / 25 , 0.861707322241 , 0.079173783268 , 30421.3835704 , 0.791048971563 , 0.798396283708
90 / 30 , 0.861524242881 , 0.0793334501353 , 30324.9656184 , 0.793089927741 , 0.800108484449
90 / 35 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 40 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 45 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 50 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 55 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 60 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 65 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 70 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 75 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 80 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 85 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 90 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
90 / 95 , 0.861571177761 , 0.0793357000273 , 30405.5649054 , 0.79191608666 , 0.799016622606
95 / 5 , 0.827839887292 , 0.0865760929044 , 43028.7322862 , 0.760863646901 , 0.771861856635
95 / 10 , 0.859674702548 , 0.0755724239699 , 31147.6995352 , 0.790331736838 , 0.797814453425
95 / 15 , 0.860900956749 , 0.0775957784073 , 30542.9769915 , 0.793360612013 , 0.800556646915
95 / 20 , 0.861261557592 , 0.081282858897 , 30563.2210923 , 0.782964277062 , 0.790112762725
95 / 25 , 0.861329662193 , 0.0798812377133 , 30184.7599591 , 0.79068768438 , 0.79795381853
95 / 30 , 0.861178468349 , 0.0800850797621 , 30054.4168266 , 0.79328763559 , 0.800189051336
95 / 35 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 40 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 45 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 50 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 55 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 60 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 65 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 70 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 75 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 80 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 85 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 90 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
95 / 95 , 0.861223728476 , 0.0800872009309 , 30129.0601274 , 0.792167148991 , 0.799145568455
